,year,state,special,candidateCount,totalVotes,winnerName,winnerParty,winnerVotes,winnerPct,winnerVAll,secondPlaceName,SecondPlaceParty,secondPlaceVotes,secondPlacePct,winnerVSecond,incumbentWinner,incumbentSecond
1,1978,ALABAMA,FALSE,2,582005,HOWELL HEFLIN,DEMOCRAT,547054,0.939947251,87.98945026,JEROME B. COUCH,OTHER,34951,0.060052749,87.98945026,FALSE,FALSE
2,1978,ALABAMA,TRUE,4,729842,DONALD STEWART,DEMOCRAT,401852,0.550601363,10.12027261,JAMES D. MARTIN,REPUBLICAN,316170,0.433203351,11.73980122,FALSE,FALSE
3,1980,ALABAMA,FALSE,7,1296757,JEREMIAH DENTON,REPUBLICAN,650362,0.501529585,0.305916991,JIM FOLSOM JR.,DEMOCRAT,610175,0.470539199,3.099038602,FALSE,FALSE
4,1984,ALABAMA,FALSE,3,1371234,HOWELL HEFLIN,DEMOCRAT,860535,0.627562473,25.51249459,ALBERT LEE SMITH,REPUBLICAN,498508,0.363546995,26.4015478,TRUE,FALSE
5,1986,ALABAMA,FALSE,2,1211897,RICHARD SHELBY,DEMOCRAT,609360,0.502815008,0.563001641,JEREMIAH DENTON,REPUBLICAN,602537,0.497184992,0.563001641,FALSE,TRUE
6,1990,ALABAMA,FALSE,3,1185154,HOWELL HEFLIN,DEMOCRAT,717814,0.605671499,21.13429985,BILL CABANISS,REPUBLICAN,467190,0.394201935,21.14695643,TRUE,FALSE
7,1992,ALABAMA,FALSE,4,1577799,RICHARD C. SHELBY,DEMOCRAT,1022698,0.648180155,29.63603095,RICHARD SELLERS,REPUBLICAN,522015,0.330850127,31.73300275,FALSE,FALSE
8,1996,ALABAMA,FALSE,5,1499393,JEFF SESSIONS,REPUBLICAN,786436,0.524502916,4.900583103,ROGER BEDFORD,DEMOCRAT,681651,0.454617969,6.988494678,FALSE,FALSE
9,1998,ALABAMA,FALSE,3,1293405,RICHARD C. SHELBY,REPUBLICAN,817973,0.632418307,26.48366134,CLAYTON SUDDITH,DEMOCRAT,474568,0.366913689,26.55046177,TRUE,FALSE
10,2002,ALABAMA,FALSE,4,1353023,JEFF SESSIONS,REPUBLICAN,792561,0.58577053,17.15410603,SUSAN PARKER,DEMOCRAT,538878,0.398277043,18.74934868,TRUE,FALSE
11,2004,ALABAMA,FALSE,3,1839066,RICHARD C. SHELBY,REPUBLICAN,1242200,0.675451561,35.09031215,WAYNE SOWELL,DEMOCRAT,595018,0.323543581,35.19079794,TRUE,FALSE
12,2008,ALABAMA,FALSE,3,2060191,JEFF SESSIONS,REPUBLICAN,1305383,0.633622319,26.7244639,VIVIAN DAVIS FIGURES,DEMOCRAT,752391,0.365204488,26.84178312,TRUE,FALSE
13,2010,ALABAMA,FALSE,3,1485499,RICHARD C. SHELBY,REPUBLICAN,968181,0.65175473,30.35094605,WILLIAM G. BARNES,DEMOCRAT,515619,0.347101546,30.46531839,TRUE,FALSE
14,2014,ALABAMA,FALSE,2,818090,JEFF SESSIONS,REPUBLICAN,795606,0.972516471,94.50329426,,OTHER,22484,0.027483529,94.50329426,TRUE,FALSE
15,2016,ALABAMA,FALSE,3,2087444,RICHARD C. SHELBY,REPUBLICAN,1335104,0.639587936,27.91758725,RON CRUMPTON,DEMOCRAT,748709,0.358672616,28.09153204,TRUE,FALSE
16,2020,ALABAMA,FALSE,3,2316445,TOMMY TUBERVILLE,REPUBLICAN,1392076,0.600953616,20.19072329,DOUG JONES,DEMOCRAT,920478,0.397366655,20.35869619,FALSE,FALSE
17,2022,ALABAMA,FALSE,3,1,KATIE BRITT,REPUBLICAN,0.67,0.67,34,WILL BOYD,DEMOCRAT,0.31,0.31,36,FALSE,FALSE
18,1978,ALASKA,FALSE,3,122741,TED STEVENS,REPUBLICAN,92783,0.755925078,51.1850156,DONALD HOBBS,DEMOCRAT,29574,0.240946383,51.4978695,FALSE,FALSE
19,1980,ALASKA,FALSE,3,156762,FRANK H. MURKOWSKI,REPUBLICAN,84159,0.536858422,7.371684464,CLARK S. GRUENING,DEMOCRAT,72007,0.459339636,7.751878644,FALSE,FALSE
20,1984,ALASKA,FALSE,3,206438,TED STEVENS,REPUBLICAN,146919,0.711685833,42.33716661,JOHN E. HAVELOCK,DEMOCRAT,58804,0.284850657,42.68351757,TRUE,FALSE
21,1986,ALASKA,FALSE,4,180801,FRANK H. MURKOWSKI,REPUBLICAN,97674,0.540229313,8.045862578,GLENN OLDS,DEMOCRAT,79727,0.440965481,9.926383151,TRUE,FALSE
22,1990,ALASKA,FALSE,3,189957,TED STEVENS,REPUBLICAN,125806,0.662286728,32.45734561,MICHAEL BEASLEY,DEMOCRAT,61152,0.321925488,34.03612396,TRUE,FALSE
23,1992,ALASKA,FALSE,4,239714,FRANK H. MURKOWSKI,REPUBLICAN,127163,0.530477986,6.095597253,TONY SMITH,DEMOCRAT,92065,0.38406184,14.64161459,TRUE,FALSE
24,1996,ALASKA,FALSE,4,231916,TED STEVENS,REPUBLICAN,177893,0.7670579,53.41158005,JED WHITTAKER,OTHER,29037,0.125204816,64.18530847,TRUE,FALSE
25,1998,ALASKA,FALSE,5,221807,FRANK H. MURKOWSKI,REPUBLICAN,165227,0.744913371,48.98267413,"JOSEPH A. ""JOE"" SONNEMAN",DEMOCRAT,43743,0.197211991,54.770138,TRUE,FALSE
26,2002,ALASKA,FALSE,6,229548,TED STEVENS,REPUBLICAN,179438,0.781701431,56.34028613,FRANK VONDERSAAR,DEMOCRAT,24133,0.105132696,67.65687351,TRUE,FALSE
27,2004,ALASKA,FALSE,8,308315,LISA MURKOWSKI,REPUBLICAN,149773,0.485779154,-2.844169113,TONY KNOWLES,DEMOCRAT,140424,0.45545627,3.032288406,FALSE,FALSE
28,2008,ALASKA,FALSE,6,317723,MARK BEGICH,DEMOCRAT,151767,0.477670801,-4.465839741,TED STEVENS,REPUBLICAN,147814,0.465229146,1.244165515,FALSE,TRUE
29,2010,ALASKA,FALSE,9,255503,LISA MURKOWSKI,OTHER,101091,0.395654846,-20.86903089,JOE MILLER,REPUBLICAN,90839,0.355530072,4.012477349,TRUE,FALSE
30,2014,ALASKA,FALSE,5,282400,DAN SULLIVAN,REPUBLICAN,135445,0.479621105,-4.075779037,MARK BEGICH,DEMOCRAT,129431,0.458325071,2.129603399,FALSE,TRUE
31,2016,ALASKA,FALSE,7,311441,LISA MURKOWSKI,REPUBLICAN,138149,0.443580004,-11.28399922,JOE MILLER,LIBERTARIAN,90825,0.29162827,15.1951734,TRUE,FALSE
32,2020,ALASKA,FALSE,4,354587,DAN SULLIVAN,REPUBLICAN,191112,0.53897069,7.794137969,AL GROSS,DEMOCRAT,146068,0.411938396,12.70322939,TRUE,FALSE
33,1976,ARIZONA,FALSE,5,741210,DENNIS DECONCINI,DEMOCRAT,400334,0.540108741,8.021748223,SAM STEIGER,REPUBLICAN,321236,0.433394045,10.67146962,FALSE,FALSE
34,1980,ARIZONA,FALSE,6,874238,BARRY GOLDWATER,REPUBLICAN,432371,0.494568985,-1.086203071,BILL SCHULZ,DEMOCRAT,422972,0.483817908,1.075107694,FALSE,FALSE
35,1982,ARIZONA,FALSE,4,723885,DENNIS DECONCINI,DEMOCRAT,411970,0.569109734,13.82194686,PETE DUNN,REPUBLICAN,291749,0.40303225,16.60774847,TRUE,FALSE
36,1986,ARIZONA,FALSE,5,862921,JOHN MCCAIN,REPUBLICAN,521850,0.604748291,20.9496582,RICHARD KIMBALL,DEMOCRAT,340965,0.39512887,20.96194205,FALSE,FALSE
37,1988,ARIZONA,FALSE,5,1164539,DENNIS DECONCINI,DEMOCRAT,660403,0.567093932,13.41878632,KEITH DEGREEN,REPUBLICAN,478060,0.410514375,15.65795564,TRUE,FALSE
38,1992,ARIZONA,FALSE,6,1382051,JOHN MCCAIN,REPUBLICAN,771395,0.55815234,11.63046805,CLAIRE SARGENT,DEMOCRAT,436321,0.315705426,24.2446914,TRUE,FALSE
39,1994,ARIZONA,FALSE,4,1119060,JON KYL,REPUBLICAN,600999,0.537056994,7.411398853,SAM COPPERSMITH,DEMOCRAT,442510,0.395430093,14.16269011,FALSE,FALSE
40,1998,ARIZONA,FALSE,5,1013280,JOHN MCCAIN,REPUBLICAN,696577,0.687447695,37.48953892,ED RANGER,DEMOCRAT,275224,0.271616927,41.58307674,TRUE,FALSE
41,2000,ARIZONA,FALSE,4,1397076,JON KYL,REPUBLICAN,1108196,0.793225279,58.64505582,WILLIAM TOEL,OTHER,109230,0.078184723,71.50405561,TRUE,FALSE
42,2004,ARIZONA,FALSE,3,1961677,JOHN MCCAIN,REPUBLICAN,1505372,0.76739035,53.47807004,STUART STARKY,DEMOCRAT,404507,0.206204691,56.1185659,TRUE,FALSE
43,2006,ARIZONA,FALSE,4,1526782,JON KYL,REPUBLICAN,814398,0.533408175,6.681634968,JIM PEDERSON,DEMOCRAT,664141,0.434993994,9.841418094,TRUE,FALSE
44,2010,ARIZONA,FALSE,9,1708484,JOHN MCCAIN,REPUBLICAN,1005615,0.588600771,17.72015424,RODNEY GLASSMAN,DEMOCRAT,592011,0.346512464,24.20883075,TRUE,FALSE
45,2012,ARIZONA,FALSE,5,2243422,JEFF FLAKE,REPUBLICAN,1104457,0.492309071,-1.538185861,RICHARD CARMONA,DEMOCRAT,1036542,0.462036122,3.027294909,FALSE,FALSE
46,2016,ARIZONA,FALSE,11,2530730,JOHN MCCAIN,REPUBLICAN,1359267,0.537104709,7.420941784,ANN KIRKPATRICK,DEMOCRAT,1031245,0.407489143,12.96155655,TRUE,FALSE
47,2018,ARIZONA,FALSE,4,2384308,KYRSTEN SINEMA,DEMOCRAT,1191100,0.499557943,-0.088411397,MARTHA MCSALLY,REPUBLICAN,1135200,0.476112985,2.344495761,FALSE,FALSE
48,2020,ARIZONA,TRUE,19,3355307,MARK KELLY,DEMOCRAT,1716467,0.511567794,2.313558789,MARTHA MCSALLY,REPUBLICAN,1637661,0.488080822,2.348697153,FALSE,FALSE
49,2022,ARIZONA,FALSE,3,1,MARK KELLY,DEMOCRAT,0.51,0.51,2,BLAKE MASTERS,REPUBLICAN,0.47,0.47,4,TRUE,FALSE
50,1978,ARKANSAS,FALSE,4,517138,DAVID PRYOR,DEMOCRAT,395506,0.764797791,52.95955818,TOM KELLY,REPUBLICAN,84308,0.163028051,60.17697404,FALSE,FALSE
51,1980,ARKANSAS,FALSE,3,808812,DALE BUMPERS,DEMOCRAT,477905,0.590872786,18.17455725,BILL CLARK,REPUBLICAN,330576,0.408717972,18.21548147,FALSE,FALSE
52,1984,ARKANSAS,FALSE,2,875956,DAVID PRYOR,DEMOCRAT,502341,0.573477435,14.69548699,ED BETHUNE,REPUBLICAN,373615,0.426522565,14.69548699,TRUE,FALSE
53,1986,ARKANSAS,FALSE,3,695487,DALE BUMPERS,DEMOCRAT,433122,0.622760742,24.55214835,ASA HUTCHINSON,REPUBLICAN,262313,0.37716449,24.55962513,TRUE,FALSE
54,1990,ARKANSAS,FALSE,2,494735,DAVID H. PRYOR,DEMOCRAT,493910,0.998332441,99.66648812,,OTHER,825,0.001667559,99.66648812,FALSE,FALSE
55,1992,ARKANSAS,FALSE,2,920008,DALE BUMPERS,DEMOCRAT,553635,0.601771941,20.35438822,MIKE HUCKABEE,REPUBLICAN,366373,0.398228059,20.35438822,TRUE,FALSE
56,1996,ARKANSAS,FALSE,2,846183,Y. TIM HUTCHINSON,REPUBLICAN,445942,0.527004206,5.400841189,WINSTON BRYANT,DEMOCRAT,400241,0.472995794,5.400841189,FALSE,FALSE
57,1998,ARKANSAS,FALSE,4,700831,BLANCHE LAMBERT LINCOLN,DEMOCRAT,385878,0.550600644,10.12012882,FAY BOOZMAN,REPUBLICAN,295870,0.422170252,12.84303919,FALSE,FALSE
58,2002,ARKANSAS,FALSE,2,804121,MARK PRYOR,DEMOCRAT,433386,0.538956202,7.791240373,TIM HUTCHINSON,REPUBLICAN,370735,0.461043798,7.791240373,FALSE,FALSE
59,2004,ARKANSAS,FALSE,4,1039349,BLANCHE L. LINCOLN,DEMOCRAT,580973,0.558977783,11.79555664,JIM HOLT,REPUBLICAN,458036,0.440695089,11.82826943,FALSE,FALSE
60,2008,ARKANSAS,FALSE,2,1011754,MARK L. PRYOR,DEMOCRAT,804678,0.795329695,59.06593895,REBEKAH KENNEDY,OTHER,207076,0.204670305,59.06593895,FALSE,FALSE
61,2010,ARKANSAS,FALSE,6,779957,JOHN BOOZMAN,REPUBLICAN,451618,0.579029357,15.80587135,BLANCHE L. LINCOLN,DEMOCRAT,288156,0.369451136,20.95782203,FALSE,TRUE
62,2014,ARKANSAS,FALSE,5,847505,TOM COTTON,REPUBLICAN,478819,0.564974838,12.99496758,MARK L. PRYOR,DEMOCRAT,334174,0.394303278,17.06715595,FALSE,TRUE
63,2016,ARKANSAS,FALSE,4,1107522,JOHN BOOZMAN,REPUBLICAN,661984,0.597716343,19.54326867,CONNER ELDRIDGE,DEMOCRAT,400602,0.361710196,23.60061471,TRUE,FALSE
64,2020,ARKANSAS,FALSE,2,1193261,TOM COTTON,REPUBLICAN,793871,0.665295354,33.0590709,RICKY DALE HARRINGTON JR.,LIBERTARIAN,399390,0.334704646,33.0590709,TRUE,FALSE
65,2022,ARKANSAS,FALSE,3,1,JOHN BOOZEMAN,REPUBLICAN,0.66,0.66,32,NATALIE JAMES,DEMOCRAT,0.31,0.31,35,FALSE,FALSE
66,1976,CALIFORNIA,FALSE,5,7470586,S. I. (SAM) HAYAKAWA,REPUBLICAN,3748973,0.501831182,0.36623633,JOHN V. TUNNEY,DEMOCRAT,3502862,0.46888718,3.294400198,FALSE,FALSE
67,1980,CALIFORNIA,FALSE,5,8324012,ALAN CRANSTON,DEMOCRAT,4704098,0.565123885,13.02477699,PAUL GANN,REPUBLICAN,3091671,0.371415971,19.37079139,FALSE,FALSE
68,1982,CALIFORNIA,FALSE,5,7805450,PETE WILSON,REPUBLICAN,4022565,0.515353375,3.070674977,"EDMUND G. BROWN, JR.",DEMOCRAT,3494968,0.447759963,6.75934123,FALSE,FALSE
69,1986,CALIFORNIA,FALSE,5,7398462,ALAN CRANSTON,DEMOCRAT,3646672,0.492895956,-1.420808811,ED ZSCHAU,REPUBLICAN,3541804,0.478721659,1.417429731,TRUE,FALSE
70,1988,CALIFORNIA,FALSE,6,9743598,PETE WILSON,REPUBLICAN,5143409,0.52787574,5.575147907,LEO MCCARTHY,DEMOCRAT,4287253,0.440007172,8.786856765,TRUE,FALSE
71,1992,CALIFORNIA,FALSE,6,10799703,BARBARA BOXER,DEMOCRAT,5173467,0.479037896,-4.192420847,BRUCE HERSCHENSOHN,REPUBLICAN,4644182,0.430028678,4.900921812,FALSE,FALSE
72,1992,CALIFORNIA,TRUE,6,10782743,DIANNE FEINSTEIN,DEMOCRAT,5853651,0.542872162,8.574432313,JOHN SEYMOUR,REPUBLICAN,4093501,0.379634477,16.32376845,FALSE,FALSE
73,1994,CALIFORNIA,FALSE,7,8514089,DIANNE FEINSTEIN,DEMOCRAT,3979152,0.467360865,-6.527826994,MICHAEL HUFFINGTON,REPUBLICAN,3817025,0.448318663,1.90422017,TRUE,FALSE
74,1998,CALIFORNIA,FALSE,7,8311905,BARBARA BOXER,DEMOCRAT,4410056,0.53057103,6.114206069,MATT FONG,REPUBLICAN,3575078,0.430115359,10.04556717,TRUE,FALSE
75,2000,CALIFORNIA,FALSE,7,10623608,DIANNE FEINSTEIN,DEMOCRAT,5932522,0.558428172,11.68563449,TOM CAMPBELL,REPUBLICAN,3886853,0.365869392,19.25587804,TRUE,FALSE
76,2004,CALIFORNIA,FALSE,6,12053295,BARBARA BOXER,DEMOCRAT,6955728,0.577081039,15.41620777,BILL JONES,REPUBLICAN,4555922,0.377981457,19.90995823,TRUE,FALSE
77,2006,CALIFORNIA,FALSE,7,8541476,DIANNE FEINSTEIN,DEMOCRAT,5076289,0.594310515,18.86210299,"RICHARD ""DICK"" MOUNTJOY",REPUBLICAN,2990822,0.350152831,24.41576842,TRUE,FALSE
78,2010,CALIFORNIA,FALSE,10,10000160,BARBARA BOXER,DEMOCRAT,5218441,0.521835751,4.367150126,CARLY FIORINA,REPUBLICAN,4217366,0.421729852,10.01058983,TRUE,FALSE
79,2012,CALIFORNIA,FALSE,2,12578511,DIANNE FEINSTEIN,DEMOCRAT,7864624,0.625242845,25.04856894,ELIZABETH EMKEN,REPUBLICAN,4713887,0.374757155,25.04856894,TRUE,FALSE
80,2016,CALIFORNIA,FALSE,2,12244170,KAMALA D. HARRIS,DEMOCRAT,7542753,0.616028118,23.20562357,LORETTA SANCHEZ,DEMOCRAT,4701417,0.383971882,23.20562357,FALSE,FALSE
81,2018,CALIFORNIA,FALSE,2,11113364,DIANNE FEINSTEIN,DEMOCRAT,6019422,0.541638157,8.327631489,KEVIN DE LEON,DEMOCRAT,5093942,0.458361843,8.327631489,TRUE,FALSE
82,2022,CALIFORNIA,FALSE,3,1,ALEX PADILLA,DEMOCRAT,0.61,0.61,22,MARK MEUSER,REPUBLICAN,0.39,0.39,22,FALSE,FALSE
83,1978,COLORADO,FALSE,4,819256,WILLIAM L. ARMSTRONG,REPUBLICAN,480801,0.586875165,17.37503296,FLOYD K. HASKELL,DEMOCRAT,330148,0.402985147,18.38900173,FALSE,FALSE
84,1980,COLORADO,FALSE,4,1173142,GARY HART,DEMOCRAT,590501,0.503349978,0.669995619,MARY ESTILL BUCHANAN,REPUBLICAN,571295,0.486978558,1.637141966,FALSE,FALSE
85,1984,COLORADO,FALSE,5,1297809,"WILLIAM L. ""BILL"" ARMSTRONG",REPUBLICAN,833821,0.642483601,28.49672024,NANCY DICK,DEMOCRAT,449327,0.346219667,29.62639341,FALSE,FALSE
86,1986,COLORADO,FALSE,6,1060765,TIMOTHY E. WIRTH,DEMOCRAT,529449,0.499119975,-0.176005053,KEN KRAMER,REPUBLICAN,512994,0.483607585,1.551238964,FALSE,FALSE
87,1990,COLORADO,FALSE,4,1022027,HANK BROWN,REPUBLICAN,569048,0.556783725,11.35674498,JOSIE HEATH,DEMOCRAT,425746,0.416570208,14.02135169,FALSE,FALSE
88,1992,COLORADO,FALSE,6,1552289,BEN NIGHTHORSE CAMPBELL,DEMOCRAT,803725,0.517767632,3.553526437,TERRY CONSIDINE,REPUBLICAN,662893,0.427042258,9.072537395,FALSE,FALSE
89,1996,COLORADO,FALSE,4,1459601,WAYNE ALLARD,REPUBLICAN,750315,0.514054868,2.810973684,TOM STRICKLAND,DEMOCRAT,667600,0.457385272,5.666959669,FALSE,FALSE
90,1998,COLORADO,FALSE,7,1327235,BEN NIGHTHORSE CAMPBELL,REPUBLICAN,829370,0.62488557,24.97711408,DOTTIE LAMM,DEMOCRAT,464754,0.350167077,27.47184937,TRUE,FALSE
91,2002,COLORADO,FALSE,6,1416082,WAYNE ALLARD,REPUBLICAN,717893,0.506957224,1.391444846,TOM STRICKLAND,DEMOCRAT,648130,0.457692422,4.926480246,TRUE,FALSE
92,2004,COLORADO,FALSE,7,2107472,KEN SALAZAR,DEMOCRAT,1081188,0.513026033,2.605206617,PETE COORS,REPUBLICAN,980668,0.465329077,4.769695635,FALSE,FALSE
93,2008,COLORADO,FALSE,7,2331621,MARK UDALL,DEMOCRAT,1230994,0.527956302,5.591260329,BOB SCHAFFER,REPUBLICAN,990755,0.424921117,10.30351845,FALSE,FALSE
94,2010,COLORADO,FALSE,10,1772286,MICHAEL F. BENNET,DEMOCRAT,851590,0.480503711,-3.899257795,KEN BUCK,REPUBLICAN,822731,0.464220222,1.628348923,FALSE,FALSE
95,2014,COLORADO,FALSE,8,2041058,CORY GARDNER,REPUBLICAN,983891,0.482049506,-3.59009886,MARK UDALL,DEMOCRAT,944203,0.462604688,1.944481734,FALSE,TRUE
96,2016,COLORADO,FALSE,7,2743023,MICHAEL F. BENNET,DEMOCRAT,1370710,0.499707804,-0.058439175,DARRYL GLENN,REPUBLICAN,1215318,0.443057896,5.664990778,TRUE,FALSE
97,2020,COLORADO,FALSE,8,3235790,JOHN W. HICKENLOOPER,DEMOCRAT,1731114,0.534989601,6.997920137,CORY GARDNER,REPUBLICAN,1429492,0.44177527,9.321433097,FALSE,TRUE
98,2022,COLORADO,FALSE,3,0.99,MICHAEL BENNETT,DEMOCRAT,0.56,0.565656566,13.13131313,JOHN O'DEA,REPUBLICAN,0.41,0.414141414,15.15151515,FALSE,FALSE
99,1976,CONNECTICUT,FALSE,4,1361666,"LOWELL P. WEICKER, JR.",REPUBLICAN,785683,0.577001262,15.40025234,GLORIA SCHAFFER,DEMOCRAT,561018,0.412008525,16.49927368,FALSE,FALSE
100,1980,CONNECTICUT,FALSE,5,1356075,CHRISTOPHER J. DODD,DEMOCRAT,763969,0.563367808,12.67356157,JAMES L. BUCKLEY,REPUBLICAN,581884,0.429094261,13.42735468,FALSE,FALSE
101,1982,CONNECTICUT,FALSE,4,1083508,"LOWELL P. WEICKER, JR.",REPUBLICAN,545987,0.503906755,0.781350945,ANTHONY TOBY MOFFETT,DEMOCRAT,499146,0.460675879,4.323087601,TRUE,FALSE
102,1986,CONNECTICUT,FALSE,3,976933,CHRISTOPHER J. DODD,DEMOCRAT,632695,0.647633973,29.52679457,ROGER W. EDDY,REPUBLICAN,340438,0.348476303,29.915767,TRUE,FALSE
103,1988,CONNECTICUT,FALSE,5,1383526,JOE LIEBERMAN,DEMOCRAT,688499,0.497640811,-0.471837898,"LOWELL P. WEICHER, JR.",REPUBLICAN,678454,0.490380376,0.726043457,FALSE,FALSE
104,1992,CONNECTICUT,FALSE,5,1500661,CHRISTOPHER J. DODD,DEMOCRAT,577662,0.38493837,-23.0123259,BROOK JOHNSON,REPUBLICAN,572036,0.381189356,0.37490146,TRUE,FALSE
105,1994,CONNECTICUT,FALSE,4,1079664,JOSEPH I. LIEBERMAN,DEMOCRAT,443793,0.411047326,-17.79053483,JERRY LABRIOLA,REPUBLICAN,334833,0.31012704,10.09202863,FALSE,FALSE
106,1998,CONNECTICUT,FALSE,5,964457,CHRISTOPHER J. DODD,DEMOCRAT,628306,0.651460874,30.29217477,GARY FRANKS,REPUBLICAN,312177,0.323681616,32.77792582,TRUE,FALSE
107,2000,CONNECTICUT,FALSE,4,1311261,JOSEPH I. LIEBERMAN,DEMOCRAT,828902,0.632141122,26.42822443,PHIL GIORDANO,REPUBLICAN,448077,0.341714579,29.04265436,TRUE,FALSE
108,2004,CONNECTICUT,FALSE,4,1424726,CHRISTOPHER J. DODD,DEMOCRAT,945347,0.663528987,32.70579747,JACK C. ORCHULLI,REPUBLICAN,457749,0.321289146,34.22398412,TRUE,FALSE
109,2006,CONNECTICUT,FALSE,6,1134777,JOSEPH I. LIEBERMAN,OTHER,564095,0.497097668,-0.580466471,NED LAMONT,DEMOCRAT,450844,0.397297443,9.980022507,TRUE,FALSE
110,2010,CONNECTICUT,FALSE,13,1153115,RICHARD BLUMENTHAL,DEMOCRAT,605204,0.524842709,4.968541733,LINDA E. MCMAHON,REPUBLICAN,498341,0.432169385,9.2673324,FALSE,FALSE
111,2012,CONNECTICUT,FALSE,10,1511764,CHRISTOPHER S. MURPHY,DEMOCRAT,792983,0.524541529,4.908305794,LINDA E. MCMAHON,REPUBLICAN,604569,0.399909642,12.4631887,FALSE,FALSE
112,2016,CONNECTICUT,FALSE,7,1596276,RICHARD BLUMENTHAL,DEMOCRAT,920766,0.576821302,15.36426032,DAN CARTER,REPUBLICAN,552621,0.346193891,23.06274103,TRUE,FALSE
113,2018,CONNECTICUT,FALSE,6,1386840,CHRISTOPHER S MURPHY,DEMOCRAT,787685,0.567971071,13.59421418,MATTHEW COREY,REPUBLICAN,545717,0.393496726,17.44743446,FALSE,FALSE
114,2022,CONNECTICUT,FALSE,3,1,RICHARD BLUMENTHAL,DEMOCRAT,0.58,0.58,16,LEORA LEVY,REPUBLICAN,0.42,0.42,16,FALSE,FALSE
115,1976,DELAWARE,FALSE,5,224795,"WILLIAM V. ROTH, JR.",REPUBLICAN,125454,0.558081808,11.61636157,THOMAS C. MALONEY,DEMOCRAT,98042,0.436139594,12.1942214,FALSE,FALSE
116,1978,DELAWARE,FALSE,3,162072,JOSEPH R. BIDEN JR.,DEMOCRAT,93930,0.579557234,15.91144676,JAMES H. BAXTER JR.,REPUBLICAN,66479,0.410181894,16.93753394,FALSE,FALSE
117,1982,DELAWARE,FALSE,4,190960,"WILLIAM V. ROTH, JR.",REPUBLICAN,105357,0.551722874,10.34457478,DAVID N. LEVINSON,DEMOCRAT,84413,0.442045455,10.96774194,TRUE,FALSE
118,1984,DELAWARE,FALSE,2,245932,JOSEPH R. BIDEN JR.,DEMOCRAT,147831,0.601105184,20.22103671,JOHN M. BURRIS,REPUBLICAN,98101,0.398894816,20.22103671,TRUE,FALSE
119,1988,DELAWARE,FALSE,2,243493,"WILLIAM V. ROTH, JR.",REPUBLICAN,151115,0.620613324,24.12266472,S. B. WOO,DEMOCRAT,92378,0.379386676,24.12266472,TRUE,FALSE
120,1990,DELAWARE,FALSE,4,180157,JOSEPH R. BIDEN JR.,DEMOCRAT,112918,0.626775535,25.35510693,M. JANE BRADY,REPUBLICAN,64554,0.358320798,26.84547367,TRUE,FALSE
121,1994,DELAWARE,FALSE,3,199000,"WILLIAM V. ROTH, JR.",REPUBLICAN,111074,0.558160804,11.6321608,CHARLES M. OBERLY,DEMOCRAT,84540,0.424824121,13.33366834,TRUE,FALSE
122,1996,DELAWARE,FALSE,4,275591,JOSEPH R. BIDEN JR.,DEMOCRAT,165465,0.600400594,20.08011873,RAYMOND J. CLATWORTHY,REPUBLICAN,105088,0.381318693,21.90819004,TRUE,FALSE
123,2000,DELAWARE,FALSE,5,326993,THOMAS R. CARPER,DEMOCRAT,181566,0.555259593,11.05191854,"WILLIAM V. ROTH, JR.",REPUBLICAN,142891,0.43698489,11.82747031,FALSE,TRUE
124,2002,DELAWARE,FALSE,5,232314,JOSEPH R. BIDEN JR.,DEMOCRAT,135253,0.582199093,16.43981852,RAYMOND J. CLATWORTHY,REPUBLICAN,94793,0.408038259,17.4160834,TRUE,FALSE
125,2006,DELAWARE,FALSE,3,242972,THOMAS R. CARPER,DEMOCRAT,170567,0.7020027,40.40053998,JAN TING,REPUBLICAN,69734,0.287004264,41.4998436,TRUE,FALSE
126,2008,DELAWARE,FALSE,2,398134,JOSEPH R. BIDEN JR.,DEMOCRAT,257539,0.646865126,29.37302516,CHRISTINE O'DONNELL,REPUBLICAN,140595,0.353134874,29.37302516,TRUE,FALSE
127,2010,DELAWARE,TRUE,6,307402,CHRISTOPHER A. COONS,DEMOCRAT,174012,0.56607309,13.21461799,CHRISTINE O'DONNELL,REPUBLICAN,123053,0.400299933,16.5773157,FALSE,FALSE
128,2012,DELAWARE,FALSE,4,399606,THOMAS R. CARPER,DEMOCRAT,265415,0.664191729,32.83834577,KEVIN WADE,REPUBLICAN,115700,0.289535192,37.46565367,TRUE,FALSE
129,2014,DELAWARE,FALSE,3,234038,CHRISTOPHER A. COONS,DEMOCRAT,130655,0.558264043,11.65280852,KEVIN WADE,REPUBLICAN,98823,0.422251942,13.60121006,TRUE,FALSE
130,2018,DELAWARE,FALSE,4,362592,THOMAS R CARPER,DEMOCRAT,217385,0.599530602,19.90612038,ROBERT B ARLETT,REPUBLICAN,137127,0.378185398,22.13452034,FALSE,FALSE
131,2020,DELAWARE,FALSE,4,490935,CHRISTOPHER A. COONS,DEMOCRAT,291804,0.594384185,18.87683706,LAUREN WITZKE,REPUBLICAN,186054,0.378978887,21.54052981,TRUE,FALSE
132,1976,FLORIDA,FALSE,3,2857534,LAWTON CHILES,DEMOCRAT,1799518,0.629745088,25.94901758,JOHN GRADY,REPUBLICAN,1057886,0.370209418,25.95356696,FALSE,FALSE
